title,link,description
교통사고치료병원 어떤 검사들을 받으면 되나요? (잠실... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=443270622&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=583&search_sort=0&spq=0,"교통사고 직후 치료받으러 병원을 방문예정인데요 어떤 검사들을 받으면 될까요? 외상은 심하진 않거든요? # 김원우 병원장 | [프로필 보기] ——————————————- 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김원우입니다.... "
발바닥 통증 어떤 병원가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=458586633&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=584&search_sort=0&spq=0,... 어떤 병원을 가봐야하나요? 피부과? 정형외과? 네 갑자기 아플수 있습니다. 체중으로인한 족압과 지면으로부터 올라오는 충격을 발이 모두 흡수하도록 방치했을 경우 질문자님 상황처럼 갑자기 통증이 발생될 수도 있습니다. 병원은... 
오금 통증 어떤 병원을 가야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=465647135&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=585&search_sort=0&spq=0,... 최근 정형외과를 다녀왔으나 이상이 없다고 진단받았습니다. 이런 경우 어떤 병원을 방문하는 게 좋을까요? 오금 통증 통증 의학과나 재활의학과 가보시면 됩니다 신경과도 좋고요 신경과 or 통증의학과 가보세요 오금 통증
발톱을 다쳤는데 어떤 병원을 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=458446421&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=586&search_sort=0&spq=0,발톱을 크게 찧어서 피가나서 발톱이 빠지려고 하던데 이런경우는 어떤 병원을 가야할까요 그런 경우는 피부과나 가정의학과에서 진료받아야 합니다. 동네 피부과나 가정의학과에서 진료받아도 됩니다.
암 요양병원 어떤곳이 좋을지 알려주세요 (서초동... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=444707277&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=587&search_sort=0&spq=0,동생이 암 수술하고 요양병원을 알아보고 있는데 요양병원을 어떤곳으로 가는게 좋을지 모르겠어요 어떤곳으로 가는게 좋은지 좀 알려주세요 # 이대연 대표병원장 | [프로필 보기] # [병원 위치] # [병원 홈페이지]... 
입 안에 뭐가 났는데 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70204&docId=456099103&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=588&search_sort=0&spq=0,... 그리고 진료 받으려면 어떤 병원을 가야할까요? 치과? 내과? 치과를 가는것이 가장 빠를거라고 생각합니다! 일단 오늘은 토요이이라서... 내일까지도 안없어지고 아프거나 신경이 쓰인다면 근처 응급실을 가시는것도 하나의 방법이라고... 
내성발톱 어떤 병원가야하나여 ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=453948539&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=589&search_sort=0&spq=0,내성발톱 너무 아파서 손톱깍이로 좀 잘랐는데 안에 남은 발톱이 자라면서 염증생기고 고름 나오는거 같아요 이럴때는 어떤 병원을 가야하는지 모르겠어서 여쭤봅니다 .... 가까운 정형외과나 피부과 가시면 됩니다... 
청소년 호흡이 이상해서 어떤 병원을 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=470547231&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=590&search_sort=0&spq=0,... 어느 병원을 가야하나요 또 이런 질병이 있나요? 4월 중반 부터 호흡이 조금 이상했는데 어느 순간 부터 학교에서... 어느 병원을 가야하나요 또 이런 질병이 있나요? 궁금하신 내용에 제 답변에 도움이 되셨으면 좋겠어요 응급실... 
어떤 병원을 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=466369276&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=591&search_sort=0&spq=0,... 기분이어서 병원을 가보려고 하는데 근처 치과를 가야하나요 아니면 근처 턱관절 병원을 가야하나요 턱관절 병원은 구강내과를 가시는게 좋아요 개인병원 중에 과잉진료 하시는 분들도 계셔서요 https://blog.naver.com... 
다리부종같아서 병원을 가보려는데 어떤,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=455253213&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=592&search_sort=0&spq=0,다리부종같아서 병원을 가보려는데 어떤 병원을 가야하나요? 부종인경우는 신경외과쪽 가보는게 좋아요 다리부종 줄이려면 병원가보시고 평상시엔 저처럼 의료용 압박스타킹신으세요 부종으로 고생하시던 간호사친구가 추천해줘서... 
목 멍울? 혹 어떤 병원에 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=468031349&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=593&search_sort=0&spq=0,목젖 주위에 멍울? 혹? 같은 게 2개가 생겼습니다. 어떤 병원에 가아햐나요? 피부과? 외과? 이비인후과? 알려주시면 감사하겠습니다. 이비인후과 가세요~
암재활 어떤곳으로 가나요?(일산 암재활병원),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=466148678&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=594&search_sort=0&spq=0,"일산 50대 초반/여 암재활병원 암재활치료 병원으로 알아보려고 하는데 어떤관리 해주는곳이 좋은가요? # 이대연 대표병원장 | [프로필 보기] # [병원 위치] # [병원 홈페이지] ——————————————- 안녕하세요, 닥톡-네이버 지식iN... "
혈변할때는 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70104&docId=424580169&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=595&search_sort=0&spq=0,... 그런데 언젠가부터 혈변을 보게되어서 이제는 가야할듯 싶은데 이럴땐 어떤병원으로 가야할까요? 치질 증상으로 보여집니다. 치질은 수술해도 배변습관 생활습관 장내환경이 개선되지 않으면 언제든지 재발하므로 되도록... 
암말기 요양병원에서 어떤거하나요?(서초동 말기암요양원),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=471352659&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=596&search_sort=0&spq=0,"서초동 70대 중반/남 말기암요양원 암말기로 요양병원을 가게되면 도움을 받아 볼 수 있는것들은 어떤게 있을까요? # 병원 위치 | 병원 홈페이지 | 문의 전화 안녕하세요, 닥톡-네이버 지식iN 상담한의사 이대연입니다. 병원에서 암을... "
어지럼증 병원 추천,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=463689551&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=597&search_sort=0&spq=0,... 어떤 병원은 먼저 가는게 좋을까요? 신경과인가요?신경외과인가요? 안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다. 문의해 주셔서 감사합니다. 질문자님께서 뇌질환을 의심하고 계신 듯한데요. 질문자님께서 작성하신... 
역류성 식도염 의심되면 병원에서 어떤 검사를 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=469632799&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=598&search_sort=0&spq=0,역류성 식도염이 의심되서 병원에 갈려고 하는데요. 1. 증상은 말하더라도 검사를 해야 진단이 나올텐데 어떤 검사를 하나요? 2. 혹시 검사 안하고 증상만으로 약처방을 받을수도 있나요? 안녕하세요. 하이닥-네이버 지식iN 상담의 이이호... 
지금 증상이 이런데 어디병원을가야할까요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=467963732&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=599&search_sort=0&spq=0,한쪽 볼이랑 귀뒤 목 승모근이 당기는듯한 느낌인데 어떤 병원을가야할까요 ? 아니면 혹시 이러는이유 아시는분있을까요? 당기는 느낌이들어 만져보면 감각은 다느껴집니다 안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.... 
어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=433424148&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=600&search_sort=0&spq=0,엉덩이 안에 몽우리가 져있는 상태인데 이런 경우에는 어떤 병원을 가봐야 할까요?? 처음이라 당혹스러워서요 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다. 외과를 방문하세요.
음식을 계속 토하면 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=405305977&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=601&search_sort=0&spq=0,일주일 넘게 음식을 먹으면 매번 전부 구토를 하고 토에서 피도 섞여나옵니다.. 최근에는 토하다가 코피도 났구요 이럴땐 어떤 병원을 가야하나요? 역류성 식도염일 가능성이 높아서 큰 병원 소화기내과에서 진료받아야 합니다.
오른쪽 옆구리 통증 어떤 병원가봐야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=476081103&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=602&search_sort=0&spq=0,"... 다녔는데 물리치료, 주사치료 받아도 딱히 호전이 안되고 있고요. 인터넷 검색해봐도 마땅히 맞는 병명을 찾을수가 없어서 답답한 마음에 작성합니다. 어떤 병원을 가서 진단을 받아봐야할까요? 옆구리 부위 통증 지속시 내과로 가보세요"
편두통 병원 질문,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=465223947&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=603&search_sort=0&spq=0,... 이런 증상때매 좀 불편함을 많이 겪는데 어떤 병원을 가면 좋을까요? 위 증상으로도 진료 받더라도 특별히 뭐 해주는게 있을까요? 안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다. 문의해 주셔서 감사합니다. 질문자님께서... 
어떤 병원을 가야할까요..??,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=460627098&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=604&search_sort=0&spq=0,열흘정도 기침과 가래가 계속 나와서 병원을 갔는데 기침 가래약 처방 받고 복용했는데 아직 안 나아서요.지금은 2주... 이비인후과를 다시 1번 방문해 보세요. 아님 더 큰 대학병원을 가셔도 됩니다 도움이 되셨다면 채택 부탁드려요
어떤 병원으로 가야할까요 ??,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=405142862&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=605&search_sort=0&spq=0,... (마사지볼이나 그런걸로 자극하면 심한통증이 있음) 이렇게 다리통증이 계속되고있는데 의심질병이나 어떤병원으로 가야하는지 상담부탁드려요 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권제호 입니다. 당연히 정형외과를... 
내성발톱은 어떤 병원에 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=708&docId=432084743&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=606&search_sort=0&spq=0,내성발톱은 어떤 병원에 가야하나요? 피부과나 외과에서 치료해주는 것 같더라구요. 집에서 치료하는 방법도 있으니 알아보세요~ http://m.site.naver.com/12XI7
머리에 담이 걸렸는데 어떤 병원에 가야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=466366036&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=607&search_sort=0&spq=0,"... 또, 웃을때 오른 입꼬리가 덜 올라가는데 어떤 병원으로 가야할까요? 한의원? 신경과? 신경외과? 안녕하세요 어깨부터 머리까지 담이 왔는데 두통과 함께 입꼬리가 덜올라가는 증상은 신경계쪽과 관련있어보입니다. 신경과를 먼저... "
"다리통증, 어떤 병원을 가야할까요?",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=451761288&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=608&search_sort=0&spq=0,... 어떤 병원을 가야할까요? 한쪽만 그런 경우는 허리의 건강과 관련일 수 있어 정형외과 진료를 받아 보시고 아래 내용을 참고로 운동을 꾸준히 하시지요. 그리고 다이어트를 권유 드립니다. &lt;허 리 건강&gt; 응급상황이나 급성의 경우... 
어떤병원에 가서 어떤검사를 받아야 할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=444381430&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=609&search_sort=0&spq=0,... 어느과 병원에가서 어떤 검사를 받아야할까요? 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 외과 진료 보시고 치료 하세요. 시간이 지나면 좋아져요. 온찜질 하세요. 1주후 글다시 올려 주세요.
"두통 발열 코막힘 기침,인후통없음 어떤 병원 가야하나요",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=475287681&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=610&search_sort=0&spq=0,... 병원은 어디 가야하나요 안녕하세요!! 요즘 계속되는 코막힘 재채기 때문에 걱정이 많으시죠? 환절기 쌀쌀한... 특히 밤에 잘 때 코가 막혀서 입으로 숨쉬면서 자니깐 새벽에 5~6번 깨서 너무 힘들었어요ㅠ 그리고 바로 대학병원 갔더니... 
가슴 통증이 있는데 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70101&docId=405882259&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=611&search_sort=0&spq=0,... 이게 통증이 어느 기관에서 오는건지도 잘 모르니까 병원을 무슨과를 가야할지도 잘 감이 안오더라고요 혹시 무슨병인지 어떤 병원을 가야할지 무슨검사를 받을지 조언해주시면 감사하겠습니다. ◆ 제 글 채택하지 마시고..... 
어떤 병원으로 가야해요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=440943786&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=612&search_sort=0&spq=0,... 가야한다면 어떤 병원을 가야하나요? 우선은 일반내과에 가셔서 진료를 받아 보시기 바랍니다. 그리고 증상이 특이 하거나?반복되는 증상있다면 진료 받으러 가셔서 꼭 말씀 하시는게 진단을 하는데에 도움이 많이 되겠습니다.
"피부 붉은 발진, 어떤 병원을 가봐야하는지",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70307&docId=393100790&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=613&search_sort=0&spq=0,"... 어떤 증상이고 어떤 병원을 가서 진찰받아야 할까요?? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 정민희입니다. 정확히 환부나 몸 상태를 진찰하지 않은 상태이므로 지식인 상에서 말씀드리는 부분은 제한적일 수밖에 없는 부분 양해... "
퇴마치료를 받으려면 어떤 병원으로 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=22302201&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=614&search_sort=0&spq=0,빙의에 대해서 책을 읽었는데.. 퇴마치료라는 걸 알게 되었습니다.. 퇴마치료를 받으려면 어떤 병원으로 가야 하나요? 빙의치료는 무속 퇴마사에게 의뢰 하시면 됩니다 귀신병은 병원에서 고칠 수 없습니다 심령퇴마사 칠성도사
턱 뻐근함으로 인한 병원,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70203&docId=477190492&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=615&search_sort=0&spq=0,"... 이런경우 어떤 병원을 방문하는것이 좋나요? 정형외과일까요 치과일까요? 안녕하세요, 하이닥-네이버 지식iN 상담의 치주과 전문의 김성호입니다. 평소 왼쪽으로만 씹는 습관이 있으셔서 오른쪽 턱관절 부근에 뻐근함과 어금니... "
계속되는 피로는 무슨 병원에 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=478034356&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=616&search_sort=0&spq=0,... 몸이 대체 왜 이러는지도 모르겠고 이럴 경우에는 어떤 병원에 가야하나요? 안녕하세요. 하이닥-네이버 지식iN 상담의 김창래 입니다. 만성 피로 증후군 가능성이 있어 상급병원 내과나 가정의학과 진료를 권합니다.
산재병원 어떤 치료받는지?(이천 산재병원),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70303&docId=478265356&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=617&search_sort=0&spq=0,이천 40대 초반/남 산재병원 출근길에 다쳐서 병원알아보고 있는데 산재처리가 된다고 하더라구요 산재병원은 일반 병원이랑 뭐가 다른가요? 어떤치료 받아볼 수 있는지도 알려주시면 좋겠습니다. # 병원 위치 | 병원 홈페이지 | 문의 전화... 
스트레스성 과대증 병원,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=468052071&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=618&search_sort=0&spq=0,어떤 병원 가야하나요? 안녕하세요! 스트레스로 인해 과대증 증상이 생기셨다니 많이 불편하실 것 같아요. 스트레스성 과대증은 내과나 소화기내과를 방문하시면 정확한 진단과 적절한 약물 치료를 받으실 수 있습니다. 1. 어떤 병원을... 
항공신체검사 어떤 병원에서 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=423427020&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=619&search_sort=0&spq=0,항공신체검사 어떤 병원에서 하나요? 안녕하세요. 하이닥-네이버 지식iN 상담의 원유건 입니다. 참고 하시기 바랍니다. https://namu.wiki/w/%ED%95%AD%EA%B3%B5%EC%8B%A0%EC%B2%B4%EA%B2%80%EC%82%AC
병원 개원하는데 홍보 어떤 식으로,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40401&docId=341733000&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=620&search_sort=0&spq=0,"... 어떤 병원이느냐에 따라 마케팅이 조금씩 달라지는 부분이 있습니다. 병원 마케팅은 기본적으로 블로그 상위노출, 카페침투, 각종 계정관리가 있습니다.(지식인,인스타그램 등등) 블로그 같은 경우도 병원관련된 정보성 포스팅을... "
대전 자생한방병원 어떤가용 ..? 목이 불편해서 병원... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70306&docId=449333154&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=621&search_sort=0&spq=0,... 불편해서 병원 가보려고 하는데요 .. 자생한방병원을 생각해봤는데 가격이... 병원도 추천 부탁드립니당 안녕하세요! 닥톡-네이버지식in 상담한의사... 학업중에 뒷목부분의 불편으로 자생한방병원(대전) 방문에 대한 문의를... 
어떤 병원을 가야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=452337376&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=622&search_sort=0&spq=0,... 병명은 무엇이며 어떤 병원을 가야할까요? 사진에 그 부위가 아프거나 가렵지는 않으면 질문자님은 면역이 약해서 팔뚝에 그런 게 생기는 것으로 보입니다. 따라서 면역 약화 증상이 맞는다면 질문자님은 면역을 강화 시켜야 합니다.... 
심장이 항상 너무 빨리뛰는데 어떤병원 가야돼요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=475368333&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=623&search_sort=0&spq=0,심장이 항상 100이상 뛰고 운동하면 160까지도 가는데 재가 심장이 너무빨리뛰면 이상이 있을수도 있다는 말을 들어서 치료하려면 어떤 병원을 가야하나요 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김철수 입니다. 우선... 
갑상선조직검사 어떤 병원에서 해주나요? (강남구... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=455485117&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=624&search_sort=0&spq=0,"... 를 받아보는 게 좋다고 해서 한번 받아보려고 하는데 이런건 어떤 병원에서 해주나요? 대학병원까지 가야하나요? # 김은영 대표원장 # [병원 위치] # [병원 홈페이지] ——————————————- 안녕하세요, 닥톡-네이버 지식iN... "
무릎 통증은 어떤 병원으로 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=383667473&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=625&search_sort=0&spq=0,... 최근 한 1~2년전부터 무릎에 통증이 있어서 병원에 가보려고 하는데 정형외과를 가는지 신경외과를 가는지 어떤 병원으로 가야할지 모르겠네요. 재활의학과 병원으로 가서 엑스레이도 찍고 물리치료도 조금 받았었는데 치료를 오래... 
라식 수술 잘 하는 병원 어디인가요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70112&docId=475184553&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=626&search_sort=0&spq=0,"... 여러 병원을 돌아다니며 자신의 눈 상태를 평가받고, 어떤 병원이 가장 체계적이고 신뢰가 가는지 비교해 보세요. 3. 추천 병원 유형 이름을 구체적으로 제시하지 않더라도, 다음과 같은 병원들이 라식 수술을 잘하는 곳으로... "
내성발톱 인가요? 어떤 병원 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=397708084&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=627&search_sort=0&spq=0,... 내성발톱이 맞다면 어느 병원을 가야하는지랑 지금 상태에선 어떤 시술? 약?으로 치료받을 수 있는지 알려주세요!!ㅠㅠ 첨부한 사진이 오른쪽 엄지발가락입니다! 질문자의 발톱은 안쪽에 박혀 있는 모양이라 반복적으로 문제가 생길... 
발에 염증이 있으면 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=438332192&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=628&search_sort=0&spq=0,발에 염증이 있으면 어떤 병원을 가야하나요? 안녕하세요 발에 염증이있으면 정형외과를 가볼수있으며 보통 발 염증은 1회성 치료로는 해소되기어렵습니다. 꾸준한 마사지를 통해 해소할수있으며 https://m.blog.naver.com... 
어떤 병원으로 가야 하나요??,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=330780597&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=629&search_sort=0&spq=0,30년 전 정말 어렸을때 수술했구요 현재 처럼 손가락이 펴지지 않습니다 병원 가서 상태 보면서 상담 하면 알겠지만 어떤 병원에서 수술해야 할지 고민입니다 큰 대학병원에서 해야 하는지 아님 개인 큰병원에서도 가능한건지... 
몽유병 어디서 어떤병원에서 치료 하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=478201384&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=630&search_sort=0&spq=0,성인이고 남성입니다 어떤병원으로 가야 하나요? 안녕하세요. 하이닥-네이버 지식iN 상담의 오승영 입니다. 수면 관련한 질환들은 '수면 클리닉' 으로 검색하면 나오는 병원들이 좋습니다. 수면뇌파가 가능한 곳인지 알아보시고... 
만성피로?? 계속 피곤하고 그런데 어떤병원을 가야되나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=464031127&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=631&search_sort=0&spq=0,계속 피곤하고 하고 싶고 해야되는 일이 있는데 뭔가 꺼림직하게 하기 싫으며 뭐라해야되지 지친다라고 표현해야될지 모르겠는데 이런 의견을 의사 선생님한테 물어보고 싶은데 어떤 병원을 찾아가야되나요? 정신병원을 가야되나요... 
초진료라는게 어떤 병원을 처음으로 갔을 때 내는 돈?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=468243650&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=632&search_sort=0&spq=0,초진료가 어떤 병원을 처음으로 갔을 때 내는 돈 인가요? 초진료가 정확히 뭐고 어떨 때 내는 거죠?? 병원에 처음 진료 받을때 내는 비용입니다
역류성식도염은 어떤 병원 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=419196288&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=633&search_sort=0&spq=0,... 질문 역류성식도염은 어떤 병원 가야하나요? 일반 내과가도 되는건가요? 평택쪽에 역류성식도염 관련하여 치료 잘하는 병원이 있나요? == 답글입니다. 내과나 이비인후과도 가능합니다. 역류성 식도염은 약을... 
이런 증상이 있을땐 어떤 병원에 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=460785143&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=634&search_sort=0&spq=0,"... 근데 어떤 병원을 가야 될지… 신경과? 이비인후과? 정신과? +)참고로 1년 전에 신경과 진료도 받으러 간 적 있음. CT,MRI 다 찍어봄.. 이상 없었음. 안녕하세요. 저는 척추, 관절을 주로 치료하는 침구의학과를 전공하고, 스포츠한의학을... "
많이 떨어졌는데 어떤 병원에서 어떤검사를 해야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=451423003&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=635&search_sort=0&spq=0,"제가 최근에 인지능력,기억력이 많이 떨어졌는데 어떤 병원에서 어떤검사를 해야하나요? 안녕하세요 나이가 어떻게 되는지 모르겠지만 젊은 나이에 올 수도 있도 나이가 들면서 조금씩 나타날 수 있습니다 경도인지장애를 의심할 수 있을... "
어떤 병원을 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=432817051&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=636&search_sort=0&spq=0,저는 태권도를 하고있는데요 얼마전부터 자주 다리가 알배긴것 처럼 아팠다가 나았다가 다시 아파지는데 주변 사람들 말로는 근육이 손상됐다고 하는데 어떤병원을 가야하는 것이며 근육손상이 맞나요?심각한 건가요? 안녕하세요.... 
브레인포그 현상은 어떤 병원을 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=421643318&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=637&search_sort=0&spq=0,"찾아보니 내과에서 검진을 받아보라는 분도 있으시고, 정신과를 가야한다는 분도 있으시고, 한의원도 있는데 어떤 종류의 병원을 가야하는지 궁금합니다. 작년부터(고3) 집중이 잘 안되고 멍 때리는 시간이 길어지고 식욕저하에... "
두통은 어떤 병원에 가야하죠?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=432323329&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=638&search_sort=0&spq=0,... 갑자기 저녁부터 머리가 아파요 만약 내일 아침까지 이어진다면 어떤 병원을 가야할까요? 혹시 병명은 어떤식으로 나올까요...? 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다. 신경외과 진료를 권합니다. 구체적... 
회복하고 정상 체형으로 되려면 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70126&docId=458030104&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=639&search_sort=0&spq=0,"... 만드려면 어떤 병원에 가야할까요? 재활의학과는 기능회복도 하겠지만 물리치료와 통증이 나지 않을 정도로만 진료한다고 들었습니다 재활pt2번, pt2번을 받아봤지만 교정이 되지 않고 통증은 그대로입니다 저는 약화된 근육을 잘... "
