question,answer,doctor,link
여러번 구내염 앓은 8개월 아기인데요.어떤병원가면 해열제만주고어떤병원가면 항바이러스제도 주고..쌍둥이 한아기는 수족구라 갔더니 해열제만처방받고 다른 아기가 구내염이 지금 와서해열진통제로 타이레놀 맥시부펜 교차먹이고있어요밥은잘먹구요. 칭얼대지만 쳐지진 않아요.아기들 병원가고 쓴약 먹는것도 스트레스 받을거같아고민되네요.병원가야맞나요. 가정에서 돌봐도 되나요.(진통제있고 밥잘먹어요)항바이러스 수액이라고 맞은기억있는데맞으면 나아지나요?항바이러스 수액이나 약은 내성이 없나요?전문가분의 의견 듣고싶어요.,"['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다.아기의 구내염으로 걱정이신 듯합니다.의료진의 판단으로 항바이러스제를 처방 받으시기도 하지만,수족구병/구내염은 기본적으로 치료 없이 회복하기 때문에발열과 통증 완화를 위한 해열진통제 복용이 우선입니다.구강 내 통증으로 경구 섭취가 현저히 감소한다면탈수와 저혈당으로 인해 수액 치료가 필요하기도 합니다.담당 소아청소년과 전문의와 잘 상의하시길 권장드리며,아기가 건강히 잘 회복하길 응원합니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70115&docId=473265400&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=820&search_sort=0&spq=0
"최근 백혈구 수치가 꾸준히 낮아지고 있어서 혈액내과를 방문해보라는 권고를 받았습니다.처음부터 제대로 된 병원을 좀 가고 싶은데,대체로 우수기관 인증 받은 병원이 좋다고 하더라구요.백혈구 수치와 혈액내과와 관련된 우수기관 인증은 어떤게 있나요?",['안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.백혈구 수치 와 관련된 진료는 특별히 인증을 받은 병원을 찾아 가실 필요는 없습니다. 혈액내과가 있는 병원이라면 어디든 가서 진료를 받아 보셔도 됩니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70101&docId=449568500&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=828&search_sort=0&spq=0
3일전부터 오른손 새끼손가락부분이 저릿저릿하면서 감각이 둔화되었습니다.어제 신경외과를 가봤는데 큰병원가라고 해서 건대병원갔더니 재활의학과? 거기로 보내서 봤는데검사는 못하고 약만 지어줬는데 서울 가서 검사하려면 어떤병원을 가야될까요??오늘 일어나보니 마비가 좀더 진행된 것같은데 전체로 퍼질까봐 무섭네요 ㅠㅠ,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다.아직 3일만 되었다면 1주일 정도 약을 드시면서 지켜보다가그래도 증상이 지속되면 근전도검사를 재활의학과에서 받으시면 됩니다.잠자는 자세나 책상에서 팔꿈치가 눌려 오는 척골신경 문제일 가능성이 있는데일시적인 상태 혹은 뼈의 압박 등으로 점자 심해지는 상태 등을 생각할 수 있습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=422915643&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=832&search_sort=0&spq=0
80대에 가까운 노인분께서 갑자기 식사를 거부하시기 시작했습니다.속이 불편하신 것도 아니시고 계속 잠만 주무시며 식사를 권유할 때마다 주먹을 휘두르시며 화를 내시네요.무슨 문제가 있으신지도 대답도 하지 않으시고 계쏙 귀찮다고만 말하시면서 누워만 계세요...벌써 며칠째 이런 상황인데 건강이 걱정이 되어 병원에 모시고 가야 하나 싶은데 어떤 과로 찾아가야 할까요.아직 치매 판정은 받지 않으셨고 얼마전만 해도 하루 꼬박꼬박 2끼씩 드시며 운동도 하루 2시간 이상씩 계쏙 하시며  몸 관리에 열심이셨던 분이라 걱정되네요.,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김철수 입니다.내과의 노인의학 분과가 제일 좋지만 이러한 과가 설치된 기관은 힘듭니다 신경과로 모시고 가시기 바랍니다'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010108&docId=453041444&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=836&search_sort=0&spq=0
68세 남자 입니다.요즘 계속 몸에 힘이 없고 도통 힘을 못쓰겠네요왼쪽 옆구리 주변에 찌릿한 통증도 있는데어떤 병원가서 무슨 검사를 해보는게 좋은지 막막해서 글 올립니다,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정동문 입니다.내과 진료를 보시고 기본적인 혈액 검사를 우선 받으시고 대사성 질환에 대해서 검사를 받아보세요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=400591853&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=841&search_sort=0&spq=0
안녕하세요. 잦은 편두통 때문에 고생이라 병원을 가고자 하는데예전에 감기 몸살로 수액 맞으러 내과 방문했을 때 두통 얘기를 하니약을 먹어도 잘 안 나으면 뇌mri를 찍어보라고 했던 기억이 있어서요.그런데 제가 치과에서 턱관절이 안 좋다는 얘기를 들은 적이 있는데이게 턱관절 때문에 아픈건지 뇌에 문제가 있어서 아픈건지 스스로 알 수 있는 방법이 있나요?어떤 병원을 가야하는지와 일단 뇌 mri를 먼저 찍어야하는지 어떻게 해야하나요?,['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.두통에 있어서뇌 MRI를 우선 권하지는 않습니다.가까운 곳의 신경통증관련 병원들을 2곳 이상 방문해 보시는 것이 도움이 되고직접 치료를 받아보시면 좋겠습니다.고가의 검사보다는 정확한 진찰이 중요하겠습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=473687435&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=842&search_sort=0&spq=0
한시간 전부터 갑자기 새끼손가락을 접었다가 펼 때 아파요 근데 뼈가 부러지거나 금이 갈 만큼의 충격은 없었거든용... 아픈 것도 심하게 아픈 건 아니고 따끔하다 정도인데 어떤 병원에 가야될지 모르겠어요ㅠㅠ 학생이라 병원 여러군데 다녀오는 건 부담되서 올려봐요...,[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70123&docId=434215290&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=843&search_sort=0&spq=0
"- 생리할 때 자주 쓰러져봄(최근엔 덜함), 스트레스로 한번 쓰러져 봄, 몇끼 제대로 안 챙겨 먹었더니 쓰러짐, 심하게 체했을 때 한번 쓰러짐(기절한 총 횟수 세는 거 포기함)- 순간적으로 훙 어지러운 경우 자주 있음 최근 들어서 더 잦아짐- 전에 한번 머리 자체가 아닌 뇌가 저린 느낌이 들었음. 뇌-뒷목-팔-다리로 저린 게 점점 퍼짐(마비 증상인 듯. 몇개월 전에 딱 한번)이런 경우에는 정확한 병명과 어떤 병원의 과를 가야 하나요?기절은 중학생 때부터 그랬는데 병원은 한번도 가본 적 없어요 많이 심각한 걸까요?원인도 궁금해요철분제라도 사먹으면 좀 나을까요?","['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.급성 스트레스 상황이나긴장, 통증 상황에서 잘 발생하는미주신경성 실신이 였을 것으로 짐작됩니다.내과와 신경과를 각각 가보시면 좋겠습니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=477919203&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=844&search_sort=0&spq=0
제가 알고 있기로는 돌발성 난청이 상당히 응급적인 질환이라고 들었는데돌발성 난청 병원에 가면 치료를 받을 수 있는 방법이 있긴 한 건가요?딱히 귀 질환을 먹는 약으로 치료할 수 있을 거 같지는 않은데… 염증이 난 게 아닌 이상이요혹시 돌발성 난청 병원 가면 어떤 치료 방법으로 문제 없애는지 알려주실 분 계실까요?얼마 전에 친구가 이거 때문에 병원에 갔다고 했는데그 뒷이야기는 못 들어서 갑자기 궁금해진 마음에 지식인에 질문 남겨볼게요전문가 선생님들 도와주세요~ :),"['안녕하세요. 하이닥-네이버 지식iN 상담의 장선오 입니다.돌발성 난청 원인은 주로 바이러스 감염, 청신경 종양, 갑작스러운 소음 노출 등이 있습니다.돌발성 난청의 경우 조기에 발견하여 치료하는 것이 매우 중요하며, 치료의 경우 가장 기본적으로 고용량의 경구 스테로이드 치료를 진행합니다.가까운 이비인후과병원에 내원하셔서 정확한 검사와 치료상담을 받아보시기 바랍니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=463368655&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=848&search_sort=0&spq=0
어떤거에 베었는지는 모르겠는데 뭐 들다가 갑자기 베었어요 바로 휴지로 지혈했는데 3-5분내로 피는 멈추고 벌어진것도 조금 붙었습니다. 소독은 무작정 하지말라는 이야기도 있어 아직 못했습니다. 소독은 어떤걸로 해야할까요? 그리고 병원을 가야할까요? 가야한다면 어떤 병원으로 가야하나요…,['안녕하세요. 하이닥-네이버 지식iN 상담의 김창래 입니다.지저분한 상처가 아니라면 연고나 밴드 적용 등이 가능하겠습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010107&docId=478068998&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=859&search_sort=0&spq=0
"친정아버지께서 얼굴,목 뒤,어깨,무릎이 부은지 2주정도 된거같아요대학병원에서는 정형외과 가라고 했는데 정형외과는 누가봐도 전혀아닌거같고(대학병원에서 병명을 못잡는것도 이해가안가요 사실은)내과 갔더니 약중독(최근 아픈곳이 많아져 약이 많긴했음) 같다해서 혈압약빼곤 먹던 약 다 중단했는데도 차도가 없고순환기내과를 가야될까요?신경외과를 가야될까요?ㅜㅜㅜ도와주세요..",['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다. 말씀 만으로 선뜻 감이 안잡히는 데 혹시 최근 감기 앓거나 모이 쳐지는 현상이 동반되지는 않았을까 모르겠어요. 체중도 늘었나 확인이 필요합니다. 현재 객관적인 팩트는 부종인 데그것이 감염내과에서 봐야 할 사안인지 신장내과과나 순환기내과에서 봐야할 사안인지 구분이 잘 않됩니다. 감기 앓은 바 있다면 감염내과를 먼저 이용해 보시는 것이 즣겠습니다. 아니면 순환기나 신장내과를 활용 하도록 하십시오.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=470061598&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=868&search_sort=0&spq=0
"아버지가 오래전에 뇌졸중 증상으로 쓰러지신 뒤로팔다리에 힘이 잘 안들어가시는지 거동이 아직 불편하세요처음에는 후유증으로 말씀도 잘 못하셨는데지금은 어느정도 괜찮아지셨고 재활의지도 강하세요재활치료나 재활운동을 꾸준하게 받으시면 더 좋아질거같아서 알아보고 있는데뇌졸중 후유증은 어떤 병원에 가야하는지, 또 어떤치료를 받으면 좋을지궁금합니다.","['안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 주원상 입니다.뇌졸중은 뇌 속의 혈관문제로 인해 뇌세포가 담당하는 기능을 잃어 나타나는 증상으로보통 편측의 상하지 마비가 가장 일반적인 증상입니다.급성기에는 적극적인 치료와 재활을 통해 많은 회복을 기대할 수 있으나만성은 다소 회복의 기대치가 낮은편 입니다.그렇다고 호전이 되지 않는 다는 이야기가 아닙니다.꾸준한 재활치료를 통해 현재까지 회복한 기능을 최대한 활용 잘 할 수 있게훈련을 하시는 것이 매우 중요합니다.재활병원 및 한방병원에서는 재활운동치료, 도수치료, 한방물리치료를 통해손상부위 안정과 통증을 회복하고 관절의 가동범위, 근력을 향상시켜일상생활을 자립적으로 수행할 수 있도록 돕습니다.재활치료 전 환자분의 정확한 상태를 검사하고 그에 따른 적절한재활훈련과 치료를 이어갈 수 있도록 가까운 재활병원, 한방병원을내원해 보시는 것을 추천드립니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=424294008&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=875&search_sort=0&spq=0
아빠께서 음식을 드실때마다 잘 안넘어간다고하시며 자주 딸꾹질도 하세요.목구멍이 좀 좁아진것처럼 바로 안넘어가시는거 같대요.물을 드셔도 천천히 내려가는 느낌이라고 하시구요.계속 그러시는건 아니고 처음 드실때는 자주 그러시고 그 후에는 잘 드시긴하거든요.소화가 안되거나 그러시진 않구요.이럴땐 어느 병원으로 가야하나요?,[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=433365298&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=883&search_sort=0&spq=0
부천 50대 초반/여 오십견제가 나이가 50 넘어가다 보니 오십견이 왔는데요이거 치료받으려면 병원가야 하나요? 아니면 혹시한의원을 가봐야 할까요?,"['#병원 위치|진료 예약|병원 홈페이지|문의 전화안녕하세요, 닥톡-네이버 지식iN 상담한의사 김미나입니다.오십견(肩峰肌症候群, rotator cuff syndrome)은 어깨 관절 부근에 있는 인대와 근육 중 ""회전근개"" 부위에 염증이나 손상이 생겨 발생하는 질환입니다.이로 인해 어깨 관절 운동이 제한되고 통증, 압통 감각이상 등의 증상이 나타나게 되는데 보통 40세 이후 부터 50세 전후로 발생하게 되는데, 오십견은 노화에 따른 영향을 많이 받기 때문에 완벽히 예방할 수는 없지만, 다음과 같은 방법으로 발생 가능성을 줄일 수는 있습니다.① 일상적인 스트레칭과 근력 운동을 꾸준히 시행하여 근육과 인대를 강화해 줍니다.② 체중을 관리하고 비만을 예방합니다.③ 손목과 어깨를 과도하게 사용하는 일을 자제해 주는 것이 좋습니다.④ 자세를 바르게 하고 장시간 앉아 있거나 서 있지 않도록 해줍니다.⑤ 손목이나 어깨를 부상당할 경우 방치하지 말고 즉시 치료해 줍니다.그러나 이미 오십견 증상이 나타나고 있다면 정확한 진단과 적절한 치료가 필요할 수 있는데, 말씀하신 것처럼 오십견치료에 있어서 추나요법 또한 좋은 교정방법입니다.참고가 되었기를 바랍니다.감사합니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70301&docId=476834048&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=884&search_sort=0&spq=0
"제가 평소에 반쯤 누워 걸터앉기, 거북목, 어깨 말림 등 자세가 안좋은 편입니다. 그래서 그런지 이제 정자세로 앉아도 조금만 책을 보면 날개뼈 높이 쪽 척추랑 약간 위 목이 뻐근합니다. 더 심해지기 전에 병원을 가보려고 하는데요.1. 이런 증상이면 어떤 병원을 갈까요? (신경외과, 통증의학과 등)2. 만약에 가게되면 기본적인 진찰과 엑스레이는 비용이 적으니 상관없는데, 비싼 ct,mri같은 촬영도 권유하시나요? 비용이 걱정됩니다.","['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다.1. 이런 증상이면 어떤 병원을 갈까요? (신경외과, 통증의학과 등)--신경외과 진료가 적당 할 것입니다.2. 만약에 가게되면 기본적인 진찰과 엑스레이는 비용이 적으니 상관없는데, 비싼 ct,mri같은 촬영도 권유하시나요? 비용이 걱정됩니다.--보통 목 디스크 의심하고 목 CT권하는 데 보험적용 되므로 3-5만원 정도 부담 하시면 됩니다. MRI를 먼저 권하기도 하는 데 비용 부담 되시면 CT검사 부터 해 보겠다고 의사를 밝히면 됩니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=454707379&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=886&search_sort=0&spq=0
몸 자체가 맷집이 너무 없습니다. 예전엔 안그랬는데요캔뚜껑도 손으로 못따겠어요. 손톱이 캔투껑 따는 힘 정도만 주어도 손톱이 들리는거 같고 통증이 심합니다어제 만화책을 세시간 정도 보고 왔는데 엄지로 책 종이 짚었다고 엄지솝톱안쪽 통증이 하루째 갑니다ㅜㅜ발톱도 물이 들어가면 아프고요…피부가 워낙 얇고 약하고 멍도 잘드는 편인데이런경우 어느 병원을 가나요. 신경과를 가야할까요,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.정형외과 진료 받아 보세요.진찰 받아 보세요.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=470960418&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=889&search_sort=0&spq=0
"일주일에 타이레놀 2개씩 거의매일먹고 커피랑 먹을때도 많고 먹고 바로 담배필 때고 많습니다 그리고 없던 알르레기(고양이,꽃 등등)도 생기고 요즘 머리가항상 아프고 거의 하루종일 자는데 진짜 자도자도 하루종일 피곤하고 다크써클이 너무 심하고 몸에 갑자기 멍도 들고 두피랑 몸이 간지럽고 가끔 양치하다가 토도 하는데 병원에 가봐야할까요? 간다면 어떤 병원에 가야할까요 간검사? 를 받아야 할까요 어떤 검사를 해야 할까요",[],약사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70401&docId=477366808&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=893&search_sort=0&spq=0
"손톱이 울퉁부퉁해지고, 세로줄이 생겨서 자랍니다.두껍게 자라기도 하고요손톱 끝부분이 약간 들려 있는 것처럼 자라기도 합니다.이런 경우에는 어떤 병원을 찾아가야 더 전문적으로 치료할 수 있나요?피부과를 가야하나요 아니면 가정의학과 같은 곳을 가야하나요?","['안녕하세요. 하이닥-네이버 지식iN 상담의 한재혁 입니다.가정의학과, 피부과 방문하십시오.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=409527497&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=894&search_sort=0&spq=0
기흉증상으로 정밀검진받고싶은데 병원추천부탁드려요.고등학교때1번 대학교때1번 결핵판정받아 치료한적있고 고2때 기흉증상으로입원한경험이있는데요. 지방에서 계속 살고있고 계속 문제가생길때마다 근처 지역으료원에가서 진통제처방만을 받아왔습니다.간헐적으로 가슴통증이심하게오는데 늘같은부위이고 숨쉬기가어렵고 통증이있어 움직이는게 어렵게됩니다. 하루동안 진통제를먹으며 누워있으면 다음날은 괜찮아집니다.지역병원에서는 엑스레이만 찍어보고 별이상이없다는말만 반복하고 계속 진통제만처방해주는데 답답합니다. 아픈주기가 1년에한번에서 3달에한번 1달에한번 빨라지고있어서 일하는데 곤란한상황이 되고있어요ㅠㅠ병원추천부탁드릴게요. 제가살고있는지역에서는 엑스레이가최선인가봅니다. 충남지역거주중인데 여기는 호흡기내과가 없습니다.,"['안녕하세요. 하이닥-네이버 지식iN 상담의 박상규 입니다.어느 부위인지, 어떤 강도로 아픈지, 다른 동반 증상이나 기저질환은 없는지, 신체 검진은 어떤지에 따라 워낙 다양한 질환이 있을 수 있어 어떤 질환이다라고 말씀드리기는 어렵습니다.다만, 수년간 지속적으로 동일 부위에 통증이 있다고 하면 엑스레이보다는 최소한 좀더 정확하게 병변에 대한 정보를 얻을 수 있는 흉부 CT가 필요할 것으로 사료됩니다.특별히 어떤 병원을 추천드리기보다는 호흡기 내과 또는 흉부외과가 있는 종합병원/대학병원이면 CT는 대부분 있기 때문에 가까운 곳으로 가보시면 좋을 듯합니다.빠른 쾌유를 바라겠습니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=466196799&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=896&search_sort=0&spq=0
발목을 까딱이면 발목 뼈 소리가 들려요뚝뚝 하는 소리요 ㅠㅡㅠ1.병원에 가야할까요?2.간다면 어떤 병원을 가야하죠?,"['안녕하세요. 하이닥-네이버 지식iN 상담의 신동준 입니다.발목뿐 아니라 관절을 움직일때는 소리가 날수 있으며 관절간의 마찰음, 힘줄이 부착되는 부위의 소리 등일 경우가 많습니다. 통증이나 불편감이 없다면 별 문제 없는 경우가 많으나 소리가 나면서 통증이 동시에 발생한다면 원인에 대한 진료가 필요합니다.선천적으로 관절의 느슨하게 태어난 분을 전신이완(generalized laxity) 경향이 있다고 있다고 하는데 이런경우 관절에서 소리가 심할수 있으며 치료가 특별히 필요없는 경우가 많습니다.1.병원에 가야할까요? 소라가 나면서 통증이 있다. 자주 삐면서 소리가 난다면 가야합니다.2.간다면 어떤 병원을 가야하죠? 정형외과 입니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=415840156&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=899&search_sort=0&spq=0
여유증이 있습니다.살짝 가슴이 튀어나와 있습니다.하지만 왼쪽 가슴에 2~3센치정도의 몽우리가 잡힙니다.어떤병원 과를 가야할까요....비뇨기과에 가야하는건가요 아니면 산부인과를 가야하는건가요?,"['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 박상훈 입니다.가슴이 튀어나와 있고 몽우리가 잡힌다면 여유증을 의심해 볼 수 있으며,여유증수술에 대해 검색해보시면 수술을 하는 병원이 다양하게 있습니다.여유증수술은 말씀하시는 비뇨기과 뿐만 아니라 성형외과에서도 진행하는 수술이므로여러 병원을 다양하게 다녀보시고 질문자님에게 적합한 병원을 찾아보시는 것이 좋겠습니다.또한 여유증의 단계에 따라서 실비 적용도 받을 수 있으므로보다 자세한 것은 대면상담을 통해 안내 받아보시는 것이 좋겠습니다.답변이 도움이 되시기 바랍니다.감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=454300953&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=902&search_sort=0&spq=0
"정자역 20대 후반/여 안면비대칭회사가 정자역쪽이라 근방에 안면비대칭 교정하는병원이 있으면 꾸준히 교정치료를 받고 싶은데어떤 병원을 찾아야 하는지, 그리고 어떤식으로교정을 하는지도 궁금합니다!","['# 강기림 대표원장 |[프로필 보기]#[병원 위치]#[진료 예약하기]#[병원 홈페이지]——————————————-안녕하세요, 닥톡-네이버 지식iN 상담한의사 강기림입니다.네, 현재 정자역 근방에서 안면비대칭 교정을 치료하고 있는 한의원입니다.안면비대칭을 교정하는 방법은 의료기관마다 상이할 수 있으나, 보통 안면비대칭교정 한의원의 경우 안면뼈 교정을 근본으로 치료하게 됩니다.비대칭인 얼굴을 수술적인 방법으로 외관만 대칭으로 만들어주면 결국에는 근본적인 원인이 해결되지가 않아 다시 틀어짐이 반복되는 현상이 나타나, 진정으로 교정이 되었다고 보기 어렵기 때문에 결론적으로 얼굴비대칭을 보다 완벽하게 개선해주기 위해서는 반드시 근본적인 교정치료가 꼭 필요합니다.안면교정 방법은 다음과 같은 치료과정으로 나뉘어볼 수 있는데요!① 파동_...침치료 : 불균형한 근육과 근막상태를 균형있게 개선하고, 틀어진 뼈가 바른위치로 잘 이동할 수 있도록 골막을 흔들어 주게 됩니다.② 안면추나 : 순수본교정의 핵심치료로 원장님이 안면뼈 하나하나를 직접 교정 (SP순수본 교정은 수기치료와 해머링을 병행한 교정 방식으로 수기 치료에 비해 더욱 효과적입니다.③ 교정침 : 교정침치료는 안면 근육에 직접적인자극을 주어 턱관절, 안면근육의 불균형을 풀어주는 치료입니다.④ 골타(SP)치료: 인체용 무반동 해머기구를 이용해서 뒤틀리고 틀어진 안면골격뼈를 교정해주는 치료입니다.감사합니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70301&docId=466451897&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=903&search_sort=0&spq=0
아버지가 암 수술후에 항암치료 중에 있는데요. 집에서 관리하는 데에 한계가 있는 것같아 요양병원을 고려하고 있습니다. 암재활이 꼭 필요한지 어느곳을 선택해야 하는지 궁금합니다.,"['# 류정만 병원장 |[프로필 보기]#[병원 위치]#[진료 예약하기]#[병원 홈페이지]——————————————-안녕하세요, 닥톡-네이버 지식iN 상담한의사 류정만입니다.암진단 후에는 수술과 항암치료, 방사선요법 등 표준치료가 적용되는데요.치료 후 꾸준한 관리로 재발을 예방하는 것이 중요합니다.치료 과정 중 수술후유증은 물론이며 항암, 방사선치료 과정에서 따르는부작용과 체력, 면역력 저하가 나타날 수 있습니다.따라서 치료과정이나 치료후에도 꾸준한 관리가 필수인데요.혈액학적진단과 항암면역치료, 항암식단, 후유증과 부작용 케어 및면역요법 등이 체계적으로 이루어지는 곳을 선택하는 것이 좋습니다.부작용으로 면역력 수치가 떨어지면 암세포의 증식을 억제하기 어려운데요.청주암요양병원에서는 항암 면역치료로 고주파온열치료, 고압산소치료,미슬토, 싸이모신알파1 등이 도움이 되며 더불어 글루타치온, 고용량비타민C, 비타민D주사 치료 등 다양한 면역요법을 시행하고 있습니다.암요양병원은 표준치료와 함께 면역치료를 병행하며 후유증, 부작용을 억제하며 전이와 재발을 예방하는 데 목적이 있는데요. 회복을 위한 편안한 공간과 재발예방프로그램, 항암식단 제공 등이 이루어지는 곳을 선택하셔서 건강을 회복해 보시길 바랍니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70309&docId=446113127&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=910&search_sort=0&spq=0
지방분해주사병원 알아보는 중인데요~ 지방분해주사 맞을 수 있는 곳들이 많더라구요!보통 지방분해주사병원 찾을 때는 성형외과 가는편인가요? 피부과 가는편인가요??제가 이런 수술은 처음이라 모르는게 많습니다 ㅠ지방분해주사병원 어떤 곳이 가는게 좋을지 궁금합니다!,"['안녕하세요. 하이닥-네이버 지식iN 상담의 손유나 입니다.체중 감량을 위해서 운동을 열심히 하고 식단 조절을 했지만 생각한 것만큼 살이 빠지지 않아서 고민하는 분들이 지방분해주사병원을 찾는 경우가 많습니다.지방을 분해할 수 있는 주사를 이용해 몸매 관리를 하기 위함인데요. 지방분해주사병원을 찾을 때는 관련 시술에 특화된 병원을 찾는 게 좋습니다.성형외과든 피부과든 지방분해 관련 시술을 꾸준히 진행하고 있으며, 관련 시술에 필요한 방법을 개발하는 등 신뢰할 수 있는 지방분해주사병원에 가는 것이 좋은데요.만족도 높은 결과를 얻기 위해서는 의료진 실력도 충분히 고려해야 하고, 약물 배합이나 용량 등도 미리 알아둬야 합니다. 따라서 실력이 검증된 의료진이 상주하는 지방분해주사병원에서 구체적인 정보를 확인한 뒤 시술하기 바랍니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=463698783&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=918&search_sort=0&spq=0
지방분해주사병원 알아보는 중인데요~ 지방분해주사 맞을 수 있는 곳들이 많더라구요!보통 지방분해주사병원 찾을 때는 성형외과 가는편인가요? 피부과 가는편인가요??제가 이런 수술은 처음이라 모르는게 많습니다 ㅠ지방분해주사병원 어떤 곳이 가는게 좋을지 궁금합니다!,"['안녕하세요. 하이닥-네이버 지식iN 상담의 손유나 입니다.체중 감량을 위해서 운동을 열심히 하고 식단 조절을 했지만 생각한 것만큼 살이 빠지지 않아서 고민하는 분들이 지방분해주사병원을 찾는 경우가 많습니다.바디캣이나 기타 지방을 분해할 수 있는 주사를 이용해 몸매 관리를 하기 위함인데요. 지방분해주사병원을 찾을 때는 관련 시술에 특화된 병원을 찾는 게 좋습니다.성형외과든 피부과든 지방분해 관련 시술을 꾸준히 진행하고 있으며, 관련 시술에 필요한 방법을 개발하는 등 신뢰할 수 있는 지방분해주사병원에 가는 것이 좋은데요.만족도 높은 결과를 얻기 위해서는 의료진 실력도 충분히 고려해야 하고, 약물 배합이나 용량 등도 미리 알아둬야 합니다. 따라서 실력이 검증된 의료진이 상주하는 지방분해주사병원에서 구체적인 정보를 확인한 뒤 시술하기 바랍니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=463230164&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=927&search_sort=0&spq=0
